operation,timestamp,time_diff,key_presses,mouse_activity,file_size,file_extension,entropy,cpu_usage,memory_usage,io_read_count,io_write_count,shadow_copy_count,restore_point_count,registry_edits,firewall_disabled,defender_disabled,task_manager_disabled,sequential_operations,operation_sequence_length
modified,2025-01-24 11:39:38,0.009,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,2,17
modified,2025-01-24 11:39:38,0.001,0,0,2.321928094887362,,0.0,0.0,0.736,0,108.0,0,0,11,True,True,True,3,19
modified,2025-01-24 11:39:38,0.002,0,0,2.321928094887362,,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,3,18
created,2025-01-24 11:39:38,0.002,0,0,0,.txt,0.0,0.0,0.736,0,108.0,0,0,11,True,True,True,3,0
created,2025-01-24 11:39:38,0.002,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,3,19
modified,2025-01-24 11:39:38,0.002,0,0,0,.txt,0.0,0.0,0.736,0,108.0,0,0,11,True,True,True,3,1
modified,2025-01-24 11:39:38,0.002,0,0,2.321928094887362,,0.0,0.0,0.736,0,108.0,0,0,11,True,True,True,4,2
modified,2025-01-24 11:39:38,0.002,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,3,0
modified,2025-01-24 11:39:38,0.002,0,0,2.321928094887362,,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,4,1
created,2025-01-24 11:39:38,0.001,0,0,4.409390936137702,.txt,0.0,0.0,0.736,0,108.0,0,0,11,True,True,True,4,3
created,2025-01-24 11:39:38,0.002,0,0,4.409390936137702,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,4,2
modified,2025-01-24 11:39:38,0.007,0,0,0,.txt,0.0,0.0,0.736,0,108.0,0,0,11,True,True,True,4,4
modified,2025-01-24 11:39:38,0.006,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,4,3
modified,2025-01-24 11:39:38,0.002,0,0,2.321928094887362,,0.0,0.0,0.736,0,108.0,0,0,11,True,True,True,5,5
modified,2025-01-24 11:39:38,0.001,0,0,2.321928094887362,,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,5,4
created,2025-01-24 11:39:38,0.001,0,0,3.3533232911628965,.encrypted,7.98,0.0,0.736,1016.0,312.0,0,0,11,True,True,True,5,6
True,5,5
modified,2025-01-24 11:39:38,0.009,0,0,3.3533232911628965,.encrypted,7.98,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,5,6
deleted,2025-01-24 11:39:38,0.003,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,5,7
modified,2025-01-24 11:39:38,0.001,0,0,2.321928094887362,,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,6,8
modified,2025-01-24 11:39:38,0.01,0,0,3.3533232911628965,.encrypted,7.98,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,5,7
created,2025-01-24 11:39:38,0.001,0,0,3.526068811667588,.encrypted,7.976,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,6,9
modified,2025-01-24 11:39:38,0.009,0,0,3.526068811667588,.encrypted,7.976,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,6,10
deleted,2025-01-24 11:39:38,0.003,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,6,11
modified,2025-01-24 11:39:38,0.001,0,0,2.321928094887362,,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,7,12
deleted,2025-01-24 11:39:38,0.015,0,0,0,.txt,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,5,8
modified,2025-01-24 11:39:38,0.004,0,0,2.321928094887362,,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,6,9
created,2025-01-24 11:39:38,0.001,0,0,3.526068811667588,.encrypted,7.976,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,6,10
modified,2025-01-24 11:39:38,0.002,0,0,3.526068811667588,.encrypted,7.976,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,6,11
created,2025-01-24 11:39:38,0.001,0,0,3.882643049361841,.encrypted,7.976,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,7,13
deleted,2025-01-24 11:39:38,0.003,0,0,0,.txt,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,6,12
modified,2025-01-24 11:39:38,0.003,0,0,2.321928094887362,,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,7,13
modified,2025-01-24 11:39:38,0.008,0,0,3.882643049361841,.encrypted,7.976,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,7,14
deleted,2025-01-24 11:39:38,0.004,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,7,15
created,2025-01-24 11:39:38,0.002,0,0,3.882643049361841,.encrypted,7.976,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,7,14
modified,2025-01-24 11:39:38,0.001,0,0,2.321928094887362,,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,8,16
modified,2025-01-24 11:39:38,0.002,0,0,3.882643049361841,.encrypted,7.976,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,7,15
deleted,2025-01-24 11:39:38,0.003,0,0,0,.txt,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,7,16
modified,2025-01-24 11:39:38,0.001,0,0,2.321928094887362,,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,8,17
created,2025-01-24 11:39:38,0.002,0,0,3.1747259877061333,.encrypted,7.978,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,8,17
created,2025-01-24 11:39:38,0.001,0,0,3.1747259877061333,.encrypted,7.978,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,8,18
modified,2025-01-24 11:39:38,0.024,0,0,3.1747259877061333,.encrypted,7.978,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,8,18
modified,2025-01-24 11:39:38,0.021,0,0,3.1747259877061333,.encrypted,7.978,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,8,19
deleted,2025-01-24 11:39:38,0.003,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,8,19
deleted,2025-01-24 11:39:38,0.002,0,0,0,.txt,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,8,0
modified,2025-01-24 11:39:38,0.001,0,0,2.321928094887362,,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,9,0
modified,2025-01-24 11:39:38,0.002,0,0,2.321928094887362,,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,9,1
created,2025-01-24 11:39:38,0.001,0,0,4.412781525338476,.encrypted,7.978,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,9,2
created,2025-01-24 11:39:38,0.001,0,0,4.412781525338476,.encrypted,7.978,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,9,1
modified,2025-01-24 11:39:38,0.007,0,0,4.412781525338476,.encrypted,7.978,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,9,3
deleted,2025-01-24 11:39:38,0.003,0,0,0,.txt,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,9,4
modified,2025-01-24 11:39:38,0.012,0,0,4.412781525338476,.encrypted,7.978,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,9,2
deleted,2025-01-24 11:39:38,0.003,0,0,0,.txt,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,9,3
modified,2025-01-24 11:39:38,0.01,0,0,2.321928094887362,,0.0,0.759,0.7340000000000001,1016.0,312.0,0,0,11,True,True,True,10,5
modified,2025-01-24 11:39:38,0.006,0,0,2.321928094887362,,0.0,0.185,0.7340000000000001,0,308.0,0,0,11,True,True,True,10,4
created,2025-01-24 11:39:40,1.288,0,0,0,.txt,0.0,0.643,0.74,172.0,640.0,0,0,11,True,True,True,10,6
created,2025-01-24 11:39:40,1.288,0,0,0,.txt,5.992,0.261,0.747,1188.0,644.0,0,0,11,True,True,True,10,5
modified,2025-01-24 11:39:40,0.002,0,0,3.150559676575381,.txt,5.992,0.643,0.74,172.0,640.0,0,0,11,True,True,True,10,7
modified,2025-01-24 11:39:40,0.008,0,0,3.150559676575381,.txt,5.992,0.261,0.747,1188.0,644.0,0,0,11,True,True,True,10,6
created,2025-01-24 11:39:41,1.711,0,0,0,,0.0,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,10,8
created,2025-01-24 11:39:41,1.705,0,0,0,,0.0,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,10,7
created,2025-01-24 11:39:41,0.002,0,0,3.176322772640463,.txt,5.994,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,10,9
modified,2025-01-24 11:39:41,0.018,0,0,4.739308070860385,.txt,5.994,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,10,10
created,2025-01-24 11:39:41,0.004,0,0,4.739308070860385,.txt,5.994,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,10,8
modified,2025-01-24 11:39:41,0.003,0,0,0,,0.0,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,10,11
modified,2025-01-24 11:39:41,0.019,0,0,4.739308070860385,.txt,5.994,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,10,9
modified,2025-01-24 11:39:41,0.004,0,0,0,,0.0,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,10,10
created,2025-01-24 11:39:41,0.001,0,0,4.622930350920177,.txt,5.993,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,10,11
created,2025-01-24 11:39:41,0.001,0,0,4.622930350920177,.txt,5.993,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,10,12
modified,2025-01-24 11:39:41,0.004,0,0,4.622930350920177,.txt,5.993,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,10,12
modified,2025-01-24 11:39:41,0.008,0,0,4.622930350920177,.txt,5.993,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,10,13
modified,2025-01-24 11:39:41,0.002,0,0,0,,0.0,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,11,13
modified,2025-01-24 11:39:41,0.002,0,0,0,,0.0,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,11,14
created,2025-01-24 11:39:41,0.002,0,0,5.256633295059924,.txt,5.992,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,11,15
created,2025-01-24 11:39:41,0.001,0,0,5.256633295059924,.txt,5.992,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,11,14
modified,2025-01-24 11:39:41,0.008,0,0,5.256633295059924,.txt,5.992,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,11,15
modified,2025-01-24 11:39:41,0.006,0,0,5.256633295059924,.txt,5.992,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,11,16
modified,2025-01-24 11:39:41,0.003,0,0,0,,0.0,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,12,17
modified,2025-01-24 11:39:41,0.002,0,0,0,,0.0,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,12,16
created,2025-01-24 11:39:41,0.002,0,0,4.5915597458278015,.txt,5.994,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,12,18
created,2025-01-24 11:39:41,0.002,0,0,4.5915597458278015,.txt,5.994,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,12,17
modified,2025-01-24 11:39:41,0.008,0,0,4.739308070860385,.txt,5.994,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,13,19
modified,2025-01-24 11:39:41,0.009,0,0,4.739308070860385,.txt,5.994,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,13,18
modified,2025-01-24 11:39:41,0.003,0,0,4.5915597458278015,.txt,5.994,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,13,0
modified,2025-01-24 11:39:41,0.002,0,0,4.5915597458278015,.txt,5.994,0.7240000000000001,0.746,0,4.0,0,0,11,True,True,True,13,19
modified,2025-01-24 11:39:41,0.136,0,0,0,,0.0,0.769,0.7440000000000001,644.0,340.0,0,0,11,True,True,True,14,0
modified,2025-01-24 11:39:41,0.136,0,0,0,,0.0,0.5379999999999999,0.745,0,164.0,0,0,11,True,True,True,14,1
created,2025-01-24 11:39:43,1.53,0,0,3.1602748314085933,.encrypted,7.977,0.364,0.753,684.0,560.0,0,0,11,True,True,True,14,2
created,2025-01-24 11:39:43,1.53,0,0,3.1602748314085933,.encrypted,7.977,0.483,0.745,40.0,380.0,0,0,11,True,True,True,14,1
modified,2025-01-24 11:39:43,0.01,0,0,3.1602748314085933,.encrypted,7.977,0.364,0.753,684.0,560.0,0,0,11,True,True,True,14,3
deleted,2025-01-24 11:39:43,0.002,0,0,0,.txt,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,14,4
modified,2025-01-24 11:39:43,0.01,0,0,3.1602748314085933,.encrypted,7.977,0.483,0.745,40.0,380.0,0,0,11,True,True,True,14,2
deleted,2025-01-24 11:39:43,0.004,0,0,0,.txt,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,14,3
created,2025-01-24 11:39:43,0.004,0,0,4.742545233866053,.encrypted,7.975,0.483,0.745,40.0,380.0,0,0,11,True,True,True,14,4
created,2025-01-24 11:39:43,0.002,0,0,4.742545233866053,.encrypted,7.975,0.364,0.753,684.0,560.0,0,0,11,True,True,True,14,5
modified,2025-01-24 11:39:43,0.01,0,0,4.742545233866053,.encrypted,7.975,0.364,0.753,684.0,560.0,0,0,11,True,True,True,14,6
modified,2025-01-24 11:39:43,0.007,0,0,4.742545233866053,.encrypted,7.975,0.483,0.745,40.0,380.0,0,0,11,True,True,True,14,5
deleted,2025-01-24 11:39:43,0.004,0,0,0,.txt,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,14,7
deleted,2025-01-24 11:39:43,0.004,0,0,0,.txt,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,14,6
modified,2025-01-24 11:39:43,0.001,0,0,2.321928094887362,,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,0,8
modified,2025-01-24 11:39:43,0.002,0,0,2.321928094887362,,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,0,7
created,2025-01-24 11:39:43,0.001,0,0,4.595145567990858,.encrypted,7.977,0.483,0.745,40.0,380.0,0,0,11,True,True,True,0,8
created,2025-01-24 11:39:43,0.001,0,0,4.595145567990858,.encrypted,7.977,0.364,0.753,684.0,560.0,0,0,11,True,True,True,0,9
modified,2025-01-24 11:39:43,0.006,0,0,4.595145567990858,.encrypted,7.977,0.483,0.745,40.0,380.0,0,0,11,True,True,True,0,9
modified,2025-01-24 11:39:43,0.007,0,0,4.595145567990858,.encrypted,7.977,0.364,0.753,684.0,560.0,0,0,11,True,True,True,0,10
deleted,2025-01-24 11:39:43,0.002,0,0,0,.txt,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,0,10
deleted,2025-01-24 11:39:43,0.003,0,0,0,.txt,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,0,11
modified,2025-01-24 11:39:43,0.002,0,0,2.321928094887362,,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,1,11
modified,2025-01-24 11:39:43,0.001,0,0,2.321928094887362,,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,1,12
created,2025-01-24 11:39:43,0.001,0,0,4.625854931368057,.encrypted,7.978,0.364,0.753,684.0,560.0,0,0,11,True,True,True,1,13
created,2025-01-24 11:39:43,0.001,0,0,4.625854931368057,.encrypted,7.978,0.483,0.745,40.0,380.0,0,0,11,True,True,True,1,12
modified,2025-01-24 11:39:43,0.009,0,0,4.625854931368057,.encrypted,7.978,0.483,0.745,40.0,380.0,0,0,11,True,True,True,1,13
deleted,2025-01-24 11:39:43,0.002,0,0,0,.txt,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,1,14
modified,2025-01-24 11:39:43,0.001,0,0,2.321928094887362,,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,2,15
modified,2025-01-24 11:39:43,0.009,0,0,4.625854931368057,.encrypted,7.978,0.364,0.753,684.0,560.0,0,0,11,True,True,True,1,14
created,2025-01-24 11:39:43,0.0,0,0,5.258518924711301,.encrypted,7.98,0.483,0.745,40.0,380.0,0,0,11,True,True,True,2,16
modified,2025-01-24 11:39:43,0.007,0,0,5.258518924711301,.encrypted,7.98,0.483,0.745,40.0,380.0,0,0,11,True,True,True,2,17
deleted,2025-01-24 11:39:43,0.01,0,0,0,.txt,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,1,15
deleted,2025-01-24 11:39:43,0.003,0,0,0,.txt,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,2,18
modified,2025-01-24 11:39:43,0.003,0,0,2.321928094887362,,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,2,16
created,2025-01-24 11:39:43,0.002,0,0,5.258518924711301,.encrypted,7.98,0.364,0.753,684.0,560.0,0,0,11,True,True,True,2,17
modified,2025-01-24 11:39:43,0.002,0,0,5.258518924711301,.encrypted,7.98,0.364,0.753,684.0,560.0,0,0,11,True,True,True,2,18
deleted,2025-01-24 11:39:43,0.002,0,0,0,.txt,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,2,19
modified,2025-01-24 11:39:43,0.062,0,0,2.321928094887362,,0.0,0.364,0.753,684.0,560.0,0,0,11,True,True,True,3,0
modified,2025-01-24 11:39:43,0.068,0,0,2.321928094887362,,0.0,0.483,0.745,40.0,380.0,0,0,11,True,True,True,3,19
created,2025-01-24 11:39:47,4.36,0,0,3.534808661231747,.encrypted,7.975,0.25,0.74,0,4.0,0,0,11,True,True,True,3,1
modified,2025-01-24 11:39:47,0.012,0,0,3.534808661231747,.encrypted,7.975,0.25,0.74,0,4.0,0,0,11,True,True,True,3,2
deleted,2025-01-24 11:39:47,0.004,0,0,0,.encrypted,0.0,0.25,0.74,0,4.0,0,0,11,True,True,True,3,3
created,2025-01-24 11:39:47,4.36,0,0,3.534808661231747,.encrypted,7.975,0.28600000000000003,0.7490000000000001,0,180.0,0,0,11,True,True,True,3,0
modified,2025-01-24 11:39:47,0.026,0,0,3.534808661231747,.encrypted,7.975,0.28600000000000003,0.7490000000000001,0,180.0,0,0,11,True,True,True,3,1
deleted,2025-01-24 11:39:47,0.003,0,0,0,.encrypted,0.0,0.28600000000000003,0.7490000000000001,0,180.0,0,0,11,True,True,True,3,2
modified,2025-01-24 11:39:50,2.206,0,0,5.068240861312821,.encrypted,7.977,0.423,0.747,0,188.0,0,0,11,True,True,True,0,4
modified,2025-01-24 11:39:50,2.193,0,0,5.068240861312821,.encrypted,7.977,0.429,0.75,0,188.0,0,0,11,True,True,True,0,3
modified,2025-01-24 11:39:50,0.006,0,0,5.068240861312821,.encrypted,7.977,0.423,0.747,0,188.0,0,0,11,True,True,True,1,5
modified,2025-01-24 11:39:50,0.006,0,0,5.068240861312821,.encrypted,7.977,0.429,0.75,0,188.0,0,0,11,True,True,True,1,4
created,2025-01-24 11:39:53,3.282,0,0,4.595145567990858,.encrypted,7.977,0.429,0.741,48.0,188.0,0,0,11,True,True,True,1,5
created,2025-01-24 11:39:53,3.282,0,0,4.595145567990858,.encrypted,7.977,0.16699999999999998,0.741,48.0,188.0,0,0,11,True,True,True,1,6
modified,2025-01-24 11:39:53,0.01,0,0,4.595145567990858,.encrypted,7.977,0.429,0.741,48.0,188.0,0,0,11,True,True,True,1,6
rue,True,1,7
deleted,2025-01-24 11:39:53,0.008,0,0,0,.encrypted,0.0,0.16699999999999998,0.741,48.0,188.0,0,0,11,True,True,True,1,8
deleted,2025-01-24 11:39:53,0.008,0,0,0,.encrypted,0.0,0.429,0.741,48.0,188.0,0,0,11,True,True,True,1,7
created,2025-01-24 11:39:54,1.248,0,0,3.4841381312016693,.encrypted,7.979,0.133,0.74,15.5,92.0,0,0,11,True,True,True,1,8
created,2025-01-24 11:39:54,1.248,0,0,3.4841381312016693,.encrypted,7.979,0.07400000000000001,0.741,15.5,92.0,0,0,11,True,True,True,1,9
modified,2025-01-24 11:39:54,0.009,0,0,3.4841381312016693,.encrypted,7.979,0.133,0.74,15.5,92.0,0,0,11,True,True,True,1,9
modified,2025-01-24 11:39:54,0.009,0,0,3.4841381312016693,.encrypted,7.979,0.07400000000000001,0.741,15.5,92.0,0,0,11,True,True,True,1,10
deleted,2025-01-24 11:39:54,0.002,0,0,0,.encrypted,0.0,0.133,0.74,15.5,92.0,0,0,11,True,True,True,1,10
deleted,2025-01-24 11:39:54,0.002,0,0,0,.encrypted,0.0,0.07400000000000001,0.741,15.5,92.0,0,0,11,True,True,True,1,11
created,2025-01-24 11:39:57,2.872,0,0,0,.encrypted,7.982,0.517,0.7440000000000001,0,412.0,0,0,11,True,True,True,1,12
modified,2025-01-24 11:39:57,0.01,0,0,5.187846909439575,.encrypted,7.982,0.517,0.7440000000000001,0,412.0,0,0,11,True,True,True,1,13
deleted,2025-01-24 11:39:57,0.004,0,0,0,.encrypted,0.0,0.517,0.7440000000000001,0,412.0,0,0,11,True,True,True,1,14
created,2025-01-24 11:39:57,2.872,0,0,5.187846909439575,.encrypted,7.982,0.519,0.748,0,144.0,0,0,11,True,True,True,1,11
modified,2025-01-24 11:39:57,0.018,0,0,5.187846909439575,.encrypted,7.982,0.519,0.748,0,144.0,0,0,11,True,True,True,1,12
deleted,2025-01-24 11:39:57,0.003,0,0,0,.encrypted,0.0,0.519,0.748,0,144.0,0,0,11,True,True,True,1,13
created,2025-01-24 11:39:59,1.535,0,0,0,.zip,0.0,0.708,0.746,48.0,240.0,0,0,11,True,True,True,1,14
created,2025-01-24 11:39:59,1.543,0,0,0,.zip,0.0,0.32,0.746,0,376.0,0,0,11,True,True,True,1,15
modified,2025-01-24 11:39:59,0.008,0,0,6.800123352826528,.zip,7.975,0.32,0.746,0,376.0,0,0,11,True,True,True,1,16
modified,2025-01-24 11:39:59,0.008,0,0,6.800123352826528,.zip,7.975,0.708,0.746,48.0,240.0,0,0,11,True,True,True,1,15
deleted,2025-01-24 11:39:59,0.012,0,0,0,.encrypted,0.0,0.32,0.746,0,376.0,0,0,11,True,True,True,1,17
deleted,2025-01-24 11:39:59,0.012,0,0,0,.encrypted,0.0,0.708,0.746,48.0,240.0,0,0,11,True,True,True,1,16
deleted,2025-01-24 11:39:59,0.002,0,0,0,.encrypted,0.0,0.32,0.746,0,376.0,0,0,11,True,True,True,1,18
deleted,2025-01-24 11:39:59,0.002,0,0,0,.encrypted,0.0,0.708,0.746,48.0,240.0,0,0,11,True,True,True,1,17
deleted,2025-01-24 11:39:59,0.002,0,0,0,.encrypted,0.0,0.32,0.746,0,376.0,0,0,11,True,True,True,1,19
deleted,2025-01-24 11:39:59,0.002,0,0,0,.encrypted,0.0,0.708,0.746,48.0,240.0,0,0,11,True,True,True,1,18
deleted,2025-01-24 11:39:59,0.001,0,0,0,.encrypted,0.0,0.32,0.746,0,376.0,0,0,11,True,True,True,1,0
deleted,2025-01-24 11:39:59,0.002,0,0,0,.encrypted,0.0,0.708,0.746,48.0,240.0,0,0,11,True,True,True,1,19
deleted,2025-01-24 11:39:59,0.002,0,0,0,,0.0,0.32,0.746,0,376.0,0,0,11,True,True,True,1,1
deleted,2025-01-24 11:39:59,0.001,0,0,0,,0.0,0.708,0.746,48.0,240.0,0,0,11,True,True,True,1,0
modified,2025-01-24 11:40:01,1.937,0,0,5.128458384146928,.encrypted,7.974,0.12,0.737,24.0,680.0,0,0,11,True,True,True,0,2
modified,2025-01-24 11:40:01,0.006,0,0,5.128458384146928,.encrypted,7.974,0.12,0.737,24.0,680.0,0,0,11,True,True,True,1,3
modified,2025-01-24 11:40:01,1.937,0,56,5.128458384146928,.encrypted,7.974,0.154,0.737,24.0,676.0,0,0,11,True,True,True,0,1
modified,2025-01-24 11:40:01,0.012,0,0,5.128458384146928,.encrypted,7.974,0.154,0.737,24.0,676.0,0,0,11,True,True,True,1,2
created,2025-01-24 11:40:02,1.012,0,0,3.899175630480513,.zip,7.979,0.64,0.74,48.0,244.0,0,0,11,True,True,True,1,4
modified,2025-01-24 11:40:02,0.029,0,0,3.899175630480513,.zip,7.979,0.64,0.74,48.0,244.0,0,0,11,True,True,True,1,5
deleted,2025-01-24 11:40:02,0.008,0,0,0,.encrypted,0.0,0.64,0.74,48.0,244.0,0,0,11,True,True,True,1,6
deleted,2025-01-24 11:40:02,0.01,0,0,0,,0.0,0.64,0.74,48.0,244.0,0,0,11,True,True,True,1,7
created,2025-01-24 11:40:02,1.006,0,0,3.899175630480513,.zip,7.979,0.46399999999999997,0.7390000000000001,48.0,244.0,0,0,11,True,True,True,1,3
modified,2025-01-24 11:40:02,0.051,0,0,3.899175630480513,.zip,7.979,0.46399999999999997,0.7390000000000001,48.0,244.0,0,0,11,True,True,True,1,4
deleted,2025-01-24 11:40:02,0.005,0,0,0,.encrypted,0.0,0.46399999999999997,0.7390000000000001,48.0,244.0,0,0,11,True,True,True,1,5
deleted,2025-01-24 11:40:02,0.002,0,0,0,,0.0,0.46399999999999997,0.7390000000000001,48.0,244.0,0,0,11,True,True,True,1,6
created,2025-01-24 11:40:03,1.332,0,0,0,.txt,0.0,0.792,0.747,64.0,264.0,0,0,11,True,True,True,1,7
created,2025-01-24 11:40:03,1.344,0,0,0,.txt,0.0,0.68,0.7390000000000001,64.0,264.0,0,0,11,True,True,True,1,8
modified,2025-01-24 11:40:03,0.005,0,0,4.85897561429202,.txt,5.991,0.68,0.7390000000000001,64.0,264.0,0,0,11,True,True,True,1,9
modified,2025-01-24 11:40:03,0.005,0,0,4.85897561429202,.txt,5.991,0.792,0.747,64.0,264.0,0,0,11,True,True,True,1,8
created,2025-01-24 11:40:04,1.342,0,0,4.86195536414487,.encrypted,7.978,0.318,0.7440000000000001,48.0,188.0,0,0,11,True,True,True,1,9
created,2025-01-24 11:40:04,1.342,0,0,4.86195536414487,.encrypted,7.978,0.667,0.7440000000000001,48.0,348.0,0,0,11,True,True,True,1,10
modified,2025-01-24 11:40:04,0.012,0,0,4.86195536414487,.encrypted,7.978,0.318,0.7440000000000001,48.0,188.0,0,0,11,True,True,True,1,10
deleted,2025-01-24 11:40:04,0.002,0,0,0,.txt,0.0,0.318,0.7440000000000001,48.0,188.0,0,0,11,True,True,True,1,11
modified,2025-01-24 11:40:04,0.014,0,0,4.86195536414487,.encrypted,7.978,0.667,0.7440000000000001,48.0,348.0,0,0,11,True,True,True,1,11
deleted,2025-01-24 11:40:04,0.007,0,0,0,.txt,0.0,0.667,0.7440000000000001,48.0,348.0,0,0,11,True,True,True,1,12
created,2025-01-24 11:40:06,1.279,0,0,4.595145567990858,.encrypted,7.98,0.893,0.7490000000000001,80.0,432.0,0,0,11,True,True,True,1,13
created,2025-01-24 11:40:06,1.286,0,72,4.595145567990858,.encrypted,7.98,0.667,0.741,48.0,432.0,0,0,11,True,True,True,1,12
modified,2025-01-24 11:40:06,0.01,0,0,4.595145567990858,.encrypted,7.98,0.893,0.7490000000000001,80.0,432.0,0,0,11,True,True,True,1,14
modified,2025-01-24 11:40:06,0.01,0,0,4.595145567990858,.encrypted,7.98,0.667,0.741,48.0,432.0,0,0,11,True,True,True,1,13
